UID,Language,City,Age,Gender,Sport,Interests,Motivation,TimeSpent,Quiz,News,Blogs,Video,Audio,Pictures,Logs,Points,ShareContent,Quizzes,Reward,DropOff,Engagement,TotalScore,HighEngage,FootballEnthu,RewardSeek,PollEnthu
UID8099,,Chennai,48,Female,,Flexibility,Performance-Driven,306,Yes,Yes,No,Yes,Yes,No,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8100,,Hyderabad,26,Female,,Flexibility,Goal-Oriented,48,Yes,Yes,No,No,Yes,Yes,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID8101,,Mumbai,47,Female,,Flexibility,Competitive-Spirit,125,Yes,Yes,No,No,Yes,No,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID8102,,Kochi,29,Female,,Individual,Competitive-Spirit,229,Yes,No,Yes,No,Yes,No,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID8103,,Mumbai,42,Male,,Flexibility,Goal-Oriented,149,No,No,Yes,No,Yes,Yes,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID8104,,Kochi,19,Male,,Creativity,Competitive-Spirit,290,Yes,No,No,No,No,No,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID8105,,Hyderabad,47,Female,,Individual,Performance-Driven,193,Yes,Yes,No,No,Yes,No,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID8106,,Hyderabad,19,Male,,Flexibility,Performance-Driven,252,Yes,No,Yes,No,No,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID8107,,Mumbai,47,Male,,Creativity,Competitive-Spirit,280,No,Yes,No,Yes,Yes,Yes,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID8108,,Delhi,45,Female,,Individual,Competitive-Spirit,339,Yes,No,No,No,No,Yes,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8109,,Hyderabad,39,Male,,Creativity,Competitive-Spirit,284,No,No,No,No,No,No,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID8110,,Delhi,35,Female,,Individual,Performance-Driven,316,Yes,Yes,Yes,Yes,No,Yes,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8111,,Delhi,21,Female,,Individual,Performance-Driven,76,Yes,No,No,No,No,Yes,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID8112,,Kochi,47,Female,,Flexibility,Performance-Driven,293,No,No,Yes,No,No,Yes,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8113,,Kochi,47,Male,,Creativity,Goal-Oriented,293,No,No,Yes,No,No,Yes,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID8114,,Hyderabad,38,Male,,Creativity,Performance-Driven,335,No,No,Yes,Yes,No,Yes,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8115,,Delhi,34,Male,,Creativity,Goal-Oriented,62,No,No,No,No,No,No,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID8116,,Delhi,49,Female,,Individual,Goal-Oriented,329,Yes,No,No,No,Yes,No,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8117,,Kochi,28,Male,,Creativity,Competitive-Spirit,273,No,Yes,No,Yes,Yes,Yes,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID8118,,Kochi,23,Male,,Creativity,Goal-Oriented,77,No,Yes,Yes,No,Yes,Yes,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID8119,,Delhi,49,Female,,Creativity,Competitive-Spirit,104,Yes,Yes,Yes,No,No,Yes,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID8120,,Kochi,31,Female,,Individual,Goal-Oriented,213,Yes,No,No,Yes,No,Yes,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID8121,,Mumbai,46,Female,,Flexibility,Performance-Driven,87,No,Yes,Yes,Yes,Yes,Yes,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID8122,,Kochi,44,Female,,Creativity,Competitive-Spirit,221,No,Yes,No,Yes,No,No,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8123,,Hyderabad,26,Female,,Individual,Performance-Driven,85,No,Yes,Yes,No,Yes,Yes,6,5,10,7,8,5,High,35,No,No,No,Yes
UID8124,,Hyderabad,31,Male,,Individual,Goal-Oriented,344,Yes,Yes,No,Yes,Yes,Yes,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8125,,Kochi,37,Male,,Creativity,Goal-Oriented,159,No,Yes,No,Yes,Yes,Yes,6,5,10,7,8,5,High,35,No,No,No,Yes
UID8126,,Hyderabad,28,Male,,Flexibility,Performance-Driven,80,Yes,Yes,No,No,Yes,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID8127,,Mumbai,48,Male,,Creativity,Competitive-Spirit,270,No,No,Yes,Yes,No,Yes,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID8128,,Hyderabad,24,Male,,Creativity,Goal-Oriented,240,No,No,No,Yes,No,No,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID8129,,Hyderabad,19,Female,,Flexibility,Competitive-Spirit,141,No,Yes,No,No,Yes,No,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID8130,,Hyderabad,44,Female,,Flexibility,Performance-Driven,154,Yes,No,Yes,Yes,No,Yes,7,5,10,7,8,5,High,35,No,No,No,Yes
UID8131,,Chennai,28,Male,,Individual,Goal-Oriented,137,No,Yes,Yes,No,No,No,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID8132,,Kochi,35,Male,,Flexibility,Goal-Oriented,211,Yes,No,Yes,No,Yes,No,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8133,,Chennai,35,Female,,Individual,Goal-Oriented,195,No,Yes,Yes,No,Yes,Yes,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID8134,,Kochi,48,Female,,Creativity,Competitive-Spirit,258,Yes,Yes,No,Yes,Yes,No,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID8135,,Hyderabad,36,Male,,Creativity,Competitive-Spirit,323,No,Yes,Yes,No,Yes,No,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID8136,,Chennai,29,Female,,Flexibility,Competitive-Spirit,80,No,Yes,No,Yes,No,Yes,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID8137,,Chennai,36,Male,,Individual,Competitive-Spirit,93,No,Yes,Yes,No,Yes,Yes,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID8138,,Chennai,44,Female,,Individual,Performance-Driven,151,Yes,Yes,Yes,No,No,No,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID8139,,Hyderabad,28,Male,,Individual,Performance-Driven,179,Yes,Yes,Yes,Yes,Yes,No,7,5,10,7,8,5,High,35,No,No,No,Yes
UID8140,,Delhi,28,Female,,Creativity,Performance-Driven,237,Yes,Yes,Yes,No,No,No,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8141,,Mumbai,30,Male,,Individual,Goal-Oriented,177,No,No,Yes,No,Yes,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID8142,,Hyderabad,47,Female,,Individual,Goal-Oriented,256,Yes,No,Yes,Yes,Yes,Yes,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID8143,,Hyderabad,35,Male,,Creativity,Performance-Driven,323,Yes,Yes,Yes,Yes,Yes,No,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8144,,Hyderabad,31,Female,,Individual,Goal-Oriented,223,Yes,Yes,No,Yes,Yes,No,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID8145,,Hyderabad,20,Male,,Flexibility,Goal-Oriented,271,Yes,Yes,Yes,No,Yes,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID8146,,Chennai,36,Male,,Flexibility,Competitive-Spirit,347,No,No,Yes,No,No,No,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8147,,Kochi,18,Female,,Flexibility,Goal-Oriented,350,No,No,No,No,Yes,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID8148,,Mumbai,27,Male,,Creativity,Performance-Driven,281,No,Yes,No,No,No,No,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID8149,,Hyderabad,36,Male,,Creativity,Performance-Driven,206,Yes,No,Yes,Yes,No,No,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID8150,,Delhi,30,Male,,Flexibility,Goal-Oriented,37,Yes,Yes,No,Yes,Yes,No,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID8151,,Delhi,40,Male,,Individual,Competitive-Spirit,329,Yes,No,Yes,Yes,No,No,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID8152,,Chennai,28,Female,,Flexibility,Performance-Driven,242,Yes,Yes,No,No,Yes,Yes,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID8153,,Hyderabad,41,Female,,Creativity,Goal-Oriented,101,Yes,No,Yes,No,No,No,6,5,10,7,8,5,High,35,No,No,No,Yes
UID8154,,Chennai,22,Male,,Flexibility,Performance-Driven,322,No,Yes,No,Yes,Yes,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID8155,,Delhi,21,Female,,Individual,Performance-Driven,84,Yes,Yes,No,Yes,Yes,Yes,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID8156,,Hyderabad,41,Male,,Flexibility,Performance-Driven,108,Yes,Yes,No,Yes,No,Yes,6,5,10,7,8,5,High,35,No,No,No,Yes
UID8157,,Mumbai,40,Male,,Individual,Competitive-Spirit,272,No,Yes,Yes,No,Yes,No,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID8158,,Hyderabad,50,Male,,Individual,Performance-Driven,286,No,Yes,No,No,No,Yes,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8159,,Hyderabad,27,Female,,Individual,Goal-Oriented,85,Yes,No,Yes,Yes,No,No,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID8160,,Mumbai,30,Female,,Individual,Performance-Driven,188,No,No,No,No,No,Yes,6,5,10,7,8,5,High,35,No,No,No,Yes
UID8161,,Hyderabad,34,Male,,Individual,Goal-Oriented,192,Yes,Yes,Yes,No,No,No,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID8162,,Chennai,42,Male,,Creativity,Performance-Driven,139,Yes,Yes,Yes,Yes,Yes,No,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID8163,,Chennai,39,Female,,Flexibility,Competitive-Spirit,285,Yes,Yes,Yes,Yes,Yes,Yes,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8164,,Mumbai,30,Male,,Individual,Competitive-Spirit,61,Yes,Yes,Yes,No,Yes,No,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID8165,,Chennai,24,Female,,Creativity,Performance-Driven,351,No,No,No,Yes,No,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID8166,,Chennai,27,Female,,Creativity,Competitive-Spirit,115,No,No,No,No,No,No,6,5,10,7,8,5,High,35,No,No,No,Yes
UID8167,,Mumbai,38,Male,,Individual,Goal-Oriented,69,Yes,No,No,Yes,No,No,7,5,10,7,8,5,High,35,No,No,No,Yes
UID8168,,Kochi,26,Male,,Creativity,Goal-Oriented,316,No,No,Yes,No,No,Yes,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID8169,,Mumbai,40,Female,,Individual,Goal-Oriented,222,Yes,No,No,Yes,No,Yes,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8170,,Mumbai,47,Female,,Flexibility,Performance-Driven,312,Yes,No,Yes,Yes,No,Yes,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID8171,,Kochi,43,Female,,Flexibility,Performance-Driven,226,Yes,No,No,No,Yes,No,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8172,,Hyderabad,36,Male,,Flexibility,Competitive-Spirit,234,No,Yes,Yes,No,No,No,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID8173,,Hyderabad,30,Female,,Flexibility,Competitive-Spirit,34,No,No,No,Yes,No,No,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID8174,,Kochi,44,Female,,Creativity,Competitive-Spirit,212,No,Yes,No,No,No,Yes,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID8175,,Kochi,18,Male,,Flexibility,Performance-Driven,229,No,Yes,Yes,No,No,Yes,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID8176,,Kochi,47,Female,,Individual,Performance-Driven,30,No,No,Yes,Yes,Yes,Yes,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID8177,,Delhi,40,Female,,Individual,Competitive-Spirit,56,No,No,Yes,No,Yes,Yes,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID8178,,Delhi,42,Female,,Creativity,Goal-Oriented,302,No,No,Yes,No,No,No,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8179,,Mumbai,34,Female,,Creativity,Performance-Driven,326,No,Yes,No,Yes,Yes,Yes,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID8180,,Hyderabad,18,Male,,Flexibility,Performance-Driven,321,No,No,No,Yes,No,Yes,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8181,,Hyderabad,46,Male,,Individual,Competitive-Spirit,198,No,Yes,Yes,No,No,No,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8182,,Chennai,38,Female,,Flexibility,Competitive-Spirit,57,Yes,Yes,No,No,No,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID8183,,Delhi,32,Female,,Individual,Competitive-Spirit,281,No,Yes,No,No,No,No,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8184,,Hyderabad,22,Male,,Flexibility,Competitive-Spirit,260,No,Yes,No,Yes,Yes,Yes,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8185,,Mumbai,35,Female,,Creativity,Performance-Driven,353,No,No,Yes,Yes,Yes,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID8186,,Kochi,44,Female,,Creativity,Competitive-Spirit,204,No,Yes,No,Yes,Yes,Yes,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID8187,,Mumbai,30,Male,,Individual,Performance-Driven,126,Yes,Yes,No,Yes,Yes,Yes,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID8188,,Delhi,19,Male,,Individual,Competitive-Spirit,91,No,No,Yes,Yes,No,Yes,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID8189,,Kochi,42,Male,,Flexibility,Performance-Driven,347,No,No,No,Yes,Yes,Yes,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID8190,,Chennai,41,Female,,Individual,Goal-Oriented,269,Yes,No,Yes,Yes,Yes,Yes,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8191,,Delhi,21,Male,,Individual,Goal-Oriented,122,Yes,No,No,No,Yes,Yes,6,5,10,7,8,5,High,35,No,No,No,Yes
UID8192,,Mumbai,49,Female,,Individual,Goal-Oriented,183,Yes,Yes,No,Yes,No,Yes,6,5,10,7,8,5,High,35,No,No,No,Yes
UID8193,,Delhi,18,Female,,Individual,Goal-Oriented,291,Yes,No,Yes,Yes,Yes,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID8194,,Kochi,40,Male,,Creativity,Competitive-Spirit,186,Yes,Yes,No,Yes,Yes,Yes,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID8195,,Hyderabad,48,Female,,Creativity,Goal-Oriented,90,Yes,Yes,Yes,Yes,No,No,6,5,10,7,8,5,High,35,No,No,No,Yes
UID8196,,Kochi,40,Male,,Creativity,Competitive-Spirit,336,Yes,No,Yes,No,Yes,Yes,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8197,,Hyderabad,31,Female,,Individual,Performance-Driven,53,No,Yes,No,Yes,Yes,No,6,5,10,7,8,5,High,35,No,No,No,Yes
UID8198,,Chennai,29,Female,,Creativity,Performance-Driven,144,Yes,Yes,No,No,No,No,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID8199,,Mumbai,29,Male,,Individual,Goal-Oriented,77,Yes,No,Yes,No,Yes,Yes,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID8200,,Delhi,47,Female,,Individual,Competitive-Spirit,334,Yes,Yes,Yes,Yes,Yes,Yes,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8201,,Delhi,35,Male,,Individual,Performance-Driven,138,No,Yes,No,No,Yes,Yes,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID8202,,Delhi,25,Male,,Creativity,Performance-Driven,288,No,Yes,Yes,No,No,No,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID8203,,Mumbai,30,Male,,Flexibility,Performance-Driven,176,No,No,No,No,Yes,Yes,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID8204,,Hyderabad,28,Male,,Creativity,Competitive-Spirit,190,Yes,Yes,Yes,Yes,Yes,No,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID8205,,Hyderabad,23,Male,,Flexibility,Goal-Oriented,89,No,Yes,Yes,No,No,Yes,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID8206,,Chennai,32,Female,,Flexibility,Performance-Driven,99,Yes,No,No,No,Yes,No,6,5,10,7,8,5,High,35,No,No,No,Yes
UID8207,,Hyderabad,23,Male,,Creativity,Competitive-Spirit,185,No,Yes,No,No,Yes,Yes,6,5,10,7,8,5,High,35,No,No,No,Yes
UID8208,,Mumbai,22,Male,,Individual,Performance-Driven,355,No,Yes,Yes,No,Yes,Yes,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID8209,,Hyderabad,24,Male,,Creativity,Competitive-Spirit,320,Yes,Yes,No,Yes,Yes,No,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID8210,,Mumbai,48,Female,,Individual,Goal-Oriented,275,No,Yes,Yes,No,Yes,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID8211,,Hyderabad,29,Female,,Flexibility,Competitive-Spirit,133,Yes,Yes,No,No,No,No,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID8212,,Kochi,24,Female,,Creativity,Performance-Driven,126,No,No,No,Yes,No,Yes,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID8213,,Mumbai,38,Female,,Creativity,Performance-Driven,68,Yes,Yes,Yes,Yes,Yes,No,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID8214,,Mumbai,28,Female,,Flexibility,Competitive-Spirit,94,No,No,Yes,Yes,No,No,7,5,10,7,8,5,High,35,No,No,No,Yes
UID8215,,Chennai,20,Female,,Flexibility,Competitive-Spirit,313,Yes,No,Yes,No,Yes,Yes,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID8216,,Chennai,39,Male,,Individual,Competitive-Spirit,31,Yes,Yes,Yes,No,Yes,Yes,7,5,10,7,8,5,High,35,No,No,No,Yes
UID8217,,Delhi,46,Male,,Creativity,Competitive-Spirit,80,No,No,No,Yes,No,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID8218,,Chennai,23,Female,,Creativity,Competitive-Spirit,68,No,No,No,No,Yes,Yes,7,5,10,7,8,5,High,35,No,No,No,Yes
UID8219,,Delhi,19,Female,,Creativity,Goal-Oriented,314,No,Yes,No,Yes,No,No,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8220,,Hyderabad,47,Male,,Creativity,Competitive-Spirit,129,Yes,Yes,No,Yes,Yes,No,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID8221,,Hyderabad,19,Female,,Individual,Goal-Oriented,315,Yes,No,No,Yes,Yes,Yes,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID8222,,Chennai,47,Female,,Individual,Competitive-Spirit,116,Yes,Yes,Yes,Yes,Yes,No,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID8223,,Chennai,31,Female,,Flexibility,Competitive-Spirit,178,No,No,Yes,Yes,Yes,No,7,5,10,7,8,5,High,35,No,No,No,Yes
UID8224,,Hyderabad,29,Male,,Individual,Performance-Driven,291,No,No,Yes,Yes,Yes,No,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8225,,Kochi,30,Female,,Individual,Performance-Driven,326,No,Yes,No,No,No,No,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID8226,,Hyderabad,26,Female,,Individual,Goal-Oriented,72,No,No,Yes,No,No,No,6,5,10,7,8,5,High,35,No,No,No,Yes
UID8227,,Mumbai,38,Male,,Creativity,Competitive-Spirit,300,No,No,Yes,No,No,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID8228,,Hyderabad,20,Female,,Flexibility,Performance-Driven,250,No,Yes,No,Yes,No,No,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8229,,Delhi,43,Female,,Individual,Goal-Oriented,324,No,Yes,Yes,No,No,No,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8230,,Delhi,33,Male,,Individual,Goal-Oriented,219,Yes,No,Yes,Yes,No,No,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8231,,Delhi,47,Female,,Creativity,Competitive-Spirit,165,No,Yes,No,Yes,Yes,No,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID8232,,Chennai,40,Female,,Individual,Goal-Oriented,180,No,Yes,Yes,No,No,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID8233,,Kochi,36,Female,,Flexibility,Goal-Oriented,225,No,No,No,Yes,No,Yes,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID8234,,Hyderabad,27,Female,,Individual,Competitive-Spirit,146,No,Yes,Yes,No,No,No,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID8235,,Mumbai,41,Female,,Flexibility,Performance-Driven,40,No,No,No,No,Yes,Yes,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID8236,,Delhi,21,Male,,Individual,Goal-Oriented,231,Yes,Yes,Yes,No,No,No,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID8237,,Mumbai,31,Male,,Flexibility,Performance-Driven,124,No,Yes,Yes,Yes,No,No,6,5,10,7,8,5,High,35,No,No,No,Yes
UID8238,,Mumbai,27,Male,,Flexibility,Performance-Driven,274,No,Yes,No,Yes,Yes,Yes,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8239,,Hyderabad,23,Female,,Creativity,Competitive-Spirit,247,No,No,No,Yes,No,Yes,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID8240,,Kochi,39,Female,,Flexibility,Performance-Driven,65,No,No,Yes,No,Yes,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID8241,,Mumbai,39,Male,,Individual,Goal-Oriented,89,Yes,Yes,No,No,Yes,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID8242,,Delhi,46,Female,,Flexibility,Competitive-Spirit,109,No,No,No,Yes,Yes,Yes,7,5,10,7,8,5,High,35,No,No,No,Yes
UID8243,,Delhi,19,Female,,Creativity,Performance-Driven,64,Yes,No,No,No,Yes,Yes,7,5,10,7,8,5,High,35,No,No,No,Yes
UID8244,,Delhi,43,Male,,Creativity,Goal-Oriented,324,Yes,No,Yes,Yes,Yes,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID8245,,Mumbai,30,Male,,Flexibility,Performance-Driven,181,Yes,Yes,No,Yes,Yes,Yes,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID8246,,Hyderabad,18,Female,,Individual,Competitive-Spirit,189,Yes,Yes,Yes,No,No,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID8247,,Mumbai,31,Male,,Creativity,Competitive-Spirit,287,No,No,Yes,No,No,No,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID8248,,Delhi,36,Female,,Individual,Performance-Driven,75,No,No,Yes,No,Yes,No,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID8249,,Delhi,46,Male,,Individual,Goal-Oriented,206,Yes,Yes,No,No,Yes,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID8250,,Chennai,25,Male,,Flexibility,Performance-Driven,99,Yes,Yes,Yes,No,Yes,No,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID8251,,Mumbai,44,Female,,Creativity,Performance-Driven,281,No,Yes,No,Yes,No,No,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID8252,,Mumbai,44,Male,,Flexibility,Performance-Driven,124,No,No,No,Yes,Yes,No,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID8253,,Kochi,50,Male,,Creativity,Competitive-Spirit,319,Yes,No,Yes,No,No,Yes,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID8254,,Mumbai,40,Male,,Individual,Goal-Oriented,167,No,No,No,Yes,Yes,No,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID8255,,Mumbai,30,Female,,Creativity,Goal-Oriented,162,Yes,Yes,Yes,Yes,Yes,Yes,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID8256,,Chennai,39,Female,,Individual,Performance-Driven,224,No,Yes,No,Yes,No,No,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8257,,Mumbai,35,Male,,Creativity,Performance-Driven,240,No,No,No,Yes,Yes,Yes,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID8258,,Delhi,33,Male,,Individual,Performance-Driven,112,Yes,Yes,Yes,No,Yes,Yes,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID8259,,Delhi,19,Female,,Creativity,Goal-Oriented,260,Yes,No,Yes,No,No,No,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID8260,,Kochi,37,Female,,Flexibility,Performance-Driven,209,No,No,Yes,Yes,No,Yes,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID8261,,Delhi,28,Female,,Individual,Competitive-Spirit,309,Yes,No,No,Yes,No,No,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID8262,,Chennai,48,Female,,Flexibility,Goal-Oriented,190,Yes,No,Yes,Yes,No,No,7,5,10,7,8,5,High,35,No,No,No,Yes
UID8263,,Kochi,21,Female,,Creativity,Performance-Driven,50,No,No,Yes,Yes,Yes,No,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID8264,,Kochi,47,Male,,Creativity,Competitive-Spirit,63,No,No,Yes,Yes,No,No,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID8265,,Delhi,34,Male,,Creativity,Goal-Oriented,169,No,No,No,No,Yes,Yes,7,5,10,7,8,5,High,35,No,No,No,Yes
UID8266,,Chennai,40,Female,,Individual,Performance-Driven,65,Yes,Yes,Yes,Yes,No,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID8267,,Chennai,25,Male,,Flexibility,Performance-Driven,94,Yes,No,Yes,Yes,No,Yes,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID8268,,Chennai,33,Male,,Flexibility,Goal-Oriented,359,Yes,No,No,Yes,No,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID8269,,Delhi,43,Female,,Creativity,Performance-Driven,100,No,No,No,No,Yes,Yes,7,5,10,7,8,5,High,35,No,No,No,Yes
UID8270,,Delhi,26,Female,,Flexibility,Competitive-Spirit,175,Yes,No,Yes,No,Yes,No,6,5,10,7,8,5,High,35,No,No,No,Yes
UID8271,,Delhi,44,Male,,Flexibility,Competitive-Spirit,66,No,No,No,No,Yes,No,2,0,10,7,8,5,Low,30,No,No,No,Yes
